"x" "y"
274.651275651692 543.01278832868
301.745008319468 559.26902792934
312.582501386578 580.94401406357
315.291874653356 608.03774673134
312.582501386578 643.25959919945
307.163754853023 673.062705134
288.198141985579 700.15643780178
258.395036051026 727.25017046956
225.882556849695 746.215783337
206.916943982252 765.18139620444
171.695091514143 781.43763580511
144.601358846367 773.30951600477
109.379506378258 757.05327640411
98.542013311148 738.08766353667
90.413893510815 719.12205066922
98.542013311148 697.447064535
98.542013311148 675.77207840078
103.960759844703 637.84085266589
112.088879645036 597.20025366423
128.345119245702 570.10652099645
155.438851913478 556.55965466257
196.079450915141 534.88466852835
236.720049916805 532.17529526157
